paper,indicator_id,indicator_text,section,blob,topics,ntopics
FOCAL,contact_log.1,Organisation/interest(s) represented (beneficiary),Contact log: The activities of lobbyists,organisation/interest(s) represented (beneficiary) contact log: the activities of lobbyists,['disc_meeting_log'],1
FOCAL,contact_log.2,Names of persons contacted and their position/role,Contact log: The activities of lobbyists,names of persons contacted and their position/role contact log: the activities of lobbyists,"['disc_govt_targets', 'disc_meeting_log']",2
FOCAL,contact_log.3,Institution/department contacted,Contact log: The activities of lobbyists,institution/department contacted contact log: the activities of lobbyists,['disc_meeting_log'],1
FOCAL,contact_log.4,"If a meeting, names of all attendees",Contact log: The activities of lobbyists,"if a meeting, names of all attendees contact log: the activities of lobbyists",['disc_meeting_log'],1
FOCAL,contact_log.5,Date,Contact log: The activities of lobbyists,date contact log: the activities of lobbyists,['disc_meeting_log'],1
FOCAL,contact_log.6,"Form (eg, in person meeting, video conference, phone call)",Contact log: The activities of lobbyists,"form (eg, in person meeting, video conference, phone call) contact log: the activities of lobbyists",['disc_meeting_log'],1
FOCAL,contact_log.7,Location,Contact log: The activities of lobbyists,location contact log: the activities of lobbyists,['disc_meeting_log'],1
FOCAL,contact_log.8,"Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting)",Contact log: The activities of lobbyists,"any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting) contact log: the activities of lobbyists",['disc_meeting_log'],1
FOCAL,contact_log.9,Topics/issues discussed,Contact log: The activities of lobbyists,topics/issues discussed contact log: the activities of lobbyists,['disc_meeting_log'],1
FOCAL,contact_log.10,"Outcomes sought (eg, legislation/policies supported/opposed)",Contact log: The activities of lobbyists,"outcomes sought (eg, legislation/policies supported/opposed) contact log: the activities of lobbyists","['disc_subject', 'disc_meeting_log']",2
FOCAL,contact_log.11,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc",Contact log: The activities of lobbyists,"targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc contact log: the activities of lobbyists","['disc_bills', 'disc_meeting_log']",2
GDB,G.LOBBYING.REGISTER,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on lobbying activities?",Governance pillar / Political Integrity module — primary indicator,"to what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on lobbying activities? governance pillar / political integrity module — primary indicator",['training'],1
